lesson	sent_id	sound_file	sent	trans
lesson02	02_03	sound/02_03.mov	「万葉」には、「万の葉」とか「万の世」という二通りの説があります。	There are two theories concerning the meaning of the term "man'yō" in its title. It may refer to "ten thousand leaves" or "ten thousand generations."
lesson02	02_04	sound/02_04.mov	前者はたくさんの歌を集めたものという意味で、後者は何万年もの間、つまりいつまでも「万葉集」にのっている歌を伝えようという昔の人の心を表しています。	The former may refer to a collection of many poems, whereas the latter may refer to tens of thousands of years, i.e. an expression of the desire of people of old to pass on the poems in "The Man'yōshū" forever.
lesson02	02_05	sound/02_05.mov	「万葉集」の中に収めてある歌の作者には、天皇、貴族、役人のように地位の高い人々だけではなく、現在の軍人にあたる防人や田畑を耕す百姓、ついには乞食のような者までいました。	Authors of the poems gathered into "The Man'yōshū" are not only people of high station such as emperors, nobility, and officials, but include border guards, peasants working the fields, and even beggars.
lesson02	02_06	sound/02_06.mov	山上憶良、山部赤人、柿本人麻呂、額田王などは万葉の特に有名な歌人で、日本人のほとんどの人に知られている名前です。	Particularly well-known Man'yōshū poets include Yamanoue no Okura, Yamabe no Akahito, Kakinomoto no Hitomaro, and Nukata no Ōkimi, names known by nearly all Japanese people.
lesson02	02_07	sound/02_07.mov	純粋で素朴な昔の人の考え方、生活が手に取るようにわかる優れた歌集です。	It is an outstanding collection - so clear and understandable. It is as though one were viewing firsthand the pure unsophisticated thinking and lifestyle of the people of old.
lesson02	02_08	sound/02_08.mov	どのような歌が収められてあるのか、山上憶良という歌人の残した歌を二、三首とって説明してみましょう。	In order to better understand what sort of poems are found in the collection, let me explain two or three verses left by the poet Yamanoue no Okura.
lesson02	02_09	sound/02_09.mov	憶良は子供が多かったせいか、子供についての歌をたくさん作りました。	Perhaps because Okura had many children, he composed many poems about children.
lesson02	02_10	sound/02_10.mov	中でも一番有名な歌の一つに、「銀も金も玉もなにせんにまされる宝子にしかめやも」というのがあります。	One of the most famous is the following: "Whatever treasure, whether         it be of silver or gold or jewels, can any be more precious than children?"
lesson02	02_11	sound/02_11.mov	これは「金銀その他の宝石も貴いでしょうが、子供以上に大切な宝物があるでしょうか、ありませんよ」という歌です。	The sense of the poem is that silver and gold and other jewels are no doubt precious, but could there be any treasure more precious than children? Of course not.
lesson02	02_12	sound/02_12.mov	親の子供への愛をこれほど上手に歌った歌は世界でも数少ないのではないでしょうか。	I doubt there are many poems anywhere in the world which depict so skillfully the love of parents toward their children.
lesson02	02_13	sound/02_13.mov	憶良は九州を監査する役人をしていましたが、その時の経験をよく歌にしています。	Okura was an official with responsibilities to visit and conduct inspections in the Kyūshū area. He often expressed his experiences on such occasions through poetry.
lesson02	02_14	sound/02_14.mov	一度、漁業を営む志賀島という小さな島を訪ねた時、こんな話を耳にしました。	Once, when he visited the small island of Shika no shima where fishing was the [primary] industry, he heard the following story.
lesson02	02_15	sound/02_15.mov	この島に住んでいる漁師は対馬に駐屯していた防人達に食料を船で運ぶことになりました。	A fisherman living on the island had the duty of taking food supplies by boat to border guards stationed on Tsushima Island.
lesson02	02_16	sound/02_16.mov	しかし、漁師はあまり年をとっているので危険な海に出ることをやめて、若い漁師の荒雄に自分の代わりに行ってもらうことにしました。	Since he had grown too old to carry on however, he decided to stop making the dangerous sea journey and have a young fisherman named Arao go in his place.
lesson02	02_17	sound/02_17.mov	ところが、ひどい急の嵐に荒雄が乗っていた船が沈んでしまい荒雄も行方不明になってしまいました。	But the boat which Arao rode was caught in a sudden fierce storm         and sank, and Arao was lost at sea.
lesson02	02_18	sound/02_18.mov	荒雄の妻は「死んでしまったとはどうしても思えないのです。もう８年間も食事時になると、ご飯を茶碗に盛って門に出てみるのですが。」と言って目に手をあてました。	His wife, with her hand shading her eyes, said, "I simply cannot believe he is dead.  For the past eight years at meal time I pile rice on his bowl and go to the gate to look for him."
lesson02	02_19	sound/02_19.mov	働く夫を亡くした妻や子の悲しみや生きていく苦しみを思うと、憶良は胸が痛くなって慰めの言葉も出てきません。	Okura's breast filled with pain at the thought of the sorrow and the difficulties awaiting the wife and children who had lost their working husband and father, and he could find no words of comfort.
lesson02	02_20	sound/02_20.mov	そして妻の気持ちを次のような歌に詠みました。	He expressed the feelings of the wife in this poem:
lesson02	02_21	sound/02_21.mov	荒雄らを　来んか来じかと　飯盛りて　門にいでたち　待てど来まさず	While wondering whether they will come or not, I dish up his rice and go to the gate to wait, and yet they do not return.
lesson02	02_22	sound/02_22.mov	憶良はこのほかに、貧しい農民の生活をありのままに描いた「貧窮問答の歌」という作品も残しました。	In addition to these, Okura also left behind "Dialogue on Poverty," a poem depicting in stark reality the life of poor peasants.
lesson02	02_23	sound/02_23.mov	これを読むと、当時の農民がいかに苦しい生活をしていたかということがしみじみと感じられます。	When one reads the poem, one feels very keenly just how trying the lifestyles were for the peasants of that day.
lesson02	02_24	sound/02_24.mov	このようないろいろな歌が集められてできあがったのが「万葉集」です。	"The Man'yōshū" was created by bringing together a variety of poems such as those above.
lesson02	02_25	sound/02_25.mov	人間の心や考えや生活が率直に表された、日本だけでなく世界でも代表的な古典詩集だと言っても、言い過ぎではないと思います。	I don't think it would be an overstatement to say that it is representative         of classical poetry collections not only in Japan, but on a worldwide         basis as well, with its frank expressions of the hearts, thoughts, and         lifestyles of mankind.
lesson03	TITLE	sound/L03.mp3	藤原道長: Translation	
lesson03	03_01	sound/03_01.mov	京都の近くの宇治という町に平等院というお寺があります。	In the town of Uji near Kyōto there is a temple called Byōdōin.
lesson03	03_02	sound/03_02.mov	お寺と言っても、鎌倉などで見るお寺とは大分異なっており、貴族のお屋敷とでも言った方がいいような建物です。	Though called a temple, it is quite different from the temples         seen in Kamakura and other places, and it is the type of building that         might better be called a noble's mansion.
lesson03	03_03	sound/03_03.mov	この寺は、藤原道長の息子頼通という人が、元別荘だった所をお寺に直したものです。	Formerly a villa, it was converted into a temple by a man named Yorimichi, son of Fujiwara no Michinaga.
lesson03	03_04	sound/03_04.mov	現在残っている部分は元の建物のほんの一部に過ぎませんが、当時の貴族の生活様式をとてもよく表しています。	The part that remains today is only a small remnant of the original,         but it still illustrates the lifestyle of the nobility of the day very         well.
lesson03	03_05	sound/03_05.mov	藤原家は平安時代に非常に力の強かった一族です。	The Fujiwara family was a very powerful clan in the Heian period.
lesson03	03_06	sound/03_06.mov	その当時、藤原家でないものは人間ではないとまで言われたほどです。	At the time it was even said that if you were not a Fujiwara, you were not human.
lesson03	03_07	sound/03_07.mov	特に、藤原道長と頼通の頃は、その勢力が一番強かったと言われています。	At the time of Fujiwara no Michinaga and Yorimichi, its power was said to have been at its zenith.
lesson03	03_08	sound/03_08.mov	藤原道長は実際には天皇ではありませんでしたが、政府の一番高い地位につき、自分の娘を天皇と結婚させ孫を天皇にしてしまうほどの力の持ち主でした。	Fujiwara no Michinaga was not actually emperor, but he possessed power sufficient to achieve the highest position in the government, marry his own daughters to emperors, and make his own grandsons emperors.
lesson03	03_09	sound/03_09.mov	この世の中で自分にできないことは何もないと、こんな歌まで作りました。	With the belief that there was nothing he could not do in this world , he composed the following poem:
lesson03	03_10	sound/03_10.mov	この世をば　わが世とぞ思う　もち月の　かけたることもなしと思えば	As for this world I feel it my own possession when I contemplate the Fifteenth Night moon fully round, lacking nothing. (This world seems to be altogether mine, my power full and lacking nothing like the harvest moon.)
lesson03	03_11	sound/03_11.mov	道長のような貴族達は、宇治の平等院のような大きくてきらびやかな屋敷に住み、庭に池を造り舟を浮かべて音楽や和歌などを楽しんだのです。	Nobles like Michinaga lived in large gorgeous mansions like the         Byōdōin in Uji and built small ponds in the gardens where they         floated boats and enjoyed music and poetry.
lesson03	03_12	sound/03_12.mov	京都に住む貴族達が、どうしてこんなにぜいたくな生活ができるようになったのか、日本の歴史を少々さかのぼって見てみましょう。	Let us go back through history a little to learn how the nobles living in Kyōto were able to lead such extravagant lives.
lesson03	03_13	sound/03_13.mov	貴族が政権を左右するようになった平安時代の前の奈良時代には、班田収授法と言って土地を全部国のものにする法律がありました。	In the Nara period, which preceded the Heian period when the nobility took control of political power, there was a law called the Handen Shuju (land redistribution) law which made all lands the property of the state.
lesson03	03_14	sound/03_14.mov	ところが、人口の増加とともにその土地がだんだん足りなくなり、人々が新しい土地を開発し始めました。	However, as the population increased the land became insufficient, and people began developing new land.
lesson03	03_15	sound/03_15.mov	そして、その開発された土地は国のものでなく、それを開発した人のものになりました。	The newly developed land became the property of the developer, not of the government.
lesson03	03_16	sound/03_16.mov	もともと力のあった貴族達は、農民を集めて新しい土地の開発を進めました。	The nobility, who were the original possessors of power, gathered farmers and encouraged them to develop new land.
lesson03	03_17	sound/03_17.mov	また、貴族達は自分達の持っている土地に国の税金がかからないようにしたので、新しく開発された土地を持つ人々はなるべく力の強い貴族に土地をあげ、自分達はそこで働き貴族達に守ってもらうようにしました。	In addition, the nobility arranged matters so that their own land was not subject to taxation. As a result, people who owned newly developed land gave it to the most powerful noble they could find, and they then worked the land and received the protection of the noble.
lesson03	03_18	sound/03_18.mov	このような土地を荘園と言いますが、藤原家は最も力のあった貴族なので、この荘園をどんどん増やしていき、ぜいたくではなやかな生活ができたのです。	These lands were called shoen (estates), and since the Fujiwara were the most powerful of the nobility, they steadily increased their estates and were able to live extravagant lifestyles.
lesson03	03_19	sound/03_19.mov	このようなはなやかな貴族の生活を物語にして作った小説が「源氏物語」です。	"The Tale of Genji" is a novel which depicts in romance form the gorgeous lifestyle of the nobility.
lesson03	03_20	sound/03_20.mov	これは今から約千年も昔に書かれたものですが、これほど古く、しかもこのように大がかりで優れた作品は、世界にもちょっと見あたらないのではないかと思われます。	It was written around 1000 years ago, but I feel that it is not likely to find anywhere in the world a work as old, as vast in scale, and as outstanding.
lesson03	03_21	sound/03_21.mov	「源氏物語」を書いた女流作家、紫式部は道長と同時代の人で、中宮（今の皇后陛下にあたるような方）になっていた道長の娘の屋敷に仕えていたことがありました。	Murasaki Shikibu, the female author of "The Tale of Genji," was a contemporary of Michinaga and served once in the mansion of Michinaga's daughter who was Chūgū (modern Kōgō; empress).
lesson03	03_22	sound/03_22.mov	また、紫式部の父親も道長と知り合いだったので、道長のことをよく知っていたと思われます。	Also, Shikibu's father was an acquaintance of Michinaga, so it is thought that she knew a lot about him.
lesson03	03_23	sound/03_23.mov	きっと道長のような人の生活ぶりなどが「源氏物語」の題材になったに違いありません。	No doubt the lifestyle of people such as Michinaga formed the subject matter for "The Tale of Genji."
lesson03	03_24	sound/03_24.mov	宇治の平等院を見ていると、平安時代に花を咲かせた藤原家のきらびやかな生活が思い浮かべられ、幾重もの長い着物を着た黒髪の美しい女性が今にも門を出て来るような気がします。	As one looks at Byōdōin in Uji, one recalls the elaborate lifestyle of the Fujiwara family who brought their flower to full bloom in the Heian period and is filled with the impression that a beautiful woman with black hair and wearing multiple layered gowns will emerge at any moment.
lesson04a	TITLE	sound/L04a.mp3	紫式部: Translation	
lesson04a	04a_01	sound/04a_01.mov	ドン・ファンとかカサノバといえば世界的にも有名な好男子だったようですが、「源氏物語」の主人公、光源氏の美貌と才能には比べものにならないのではないでしょうか。	It seems Don Juan and Casanova are world famous as handsome men, but I doubt they could hold a candle to the beauty and talent of the protagonist of "The Tale of Genji."
lesson04a	04a_02	sound/04a_02.mov	もちろん、光源氏は紫式部という天才女流作家によって描き出された架空の人物です。	Genji is, of course, a fictional character created by the talented female author, Murasaki Shikibu (Lady Murasaki).
lesson04a	04a_03	sound/04a_03.mov	光り輝くほど美しい源氏の君を見て、あこがれを抱かなかった女性は一人もいなかったと書かれています。	It is written that there was not a single woman who, upon seeing         Genji who was so handsome that he shone, was not attracted to him.
lesson04a	04a_04	sound/04a_04.mov	この絶世の美男子の一生を絵のように書いた小説が「源氏物語」です。	The work which depicted the life of this excessively attractive man as clearly as a photograph is "The Tale of Genji."
lesson04a	04a_05	sound/04a_05.mov	「いずれの御時にか女御更衣あまたさぶらい給いけるなかに、いとやんごとなき際にはあらぬがすぐれて時めき給うありけり。」という書き出しで始まる桐壺の巻には、光源氏の母親と、父親にあたる天皇との愛、そしてその中に生まれた源氏が１２になる時までのことが書かれています。	The "Kiritsubo" chapter, which begins with the words, "In some royal reign or another, among the many concubines and consorts serving at the court, there was one who, though not of particularly high rank, was more attractive than the rest," contains the story of the love of Hikaru Genji's mother and his father, the emperor, and of Genji, born of their union, until he was the age of twelve.
lesson04a	04a_06	sound/04a_06.mov	この桐壺の更衣は天皇の厚い寵愛を受けた女性でしたが、身分が低かったために宮廷の他の女性達にねたまれて、それが原因で病気になり死んでしまうのです。	The consort, Kiritsubo, was a woman who was heavily favored by the emperor, but because her social status was low, she bore the brunt of the jealousy of the other ladies at court. Because of this, she eventually became ill and finally died.
lesson04a	04a_07	sound/04a_07.mov	このような境遇に生まれた光源氏は母の面影を慕って宮中のいろいろな女性と複雑な関係を持つようになります。	Born into these circumstances, Hikaru Genji longed for his mother, and he later had complicated relationships with various women serving at court.
lesson04a	04a_08	sound/04a_08.mov	全巻５４帖というこの長編小説には、愛に燃える光源氏を中心に当時の社会に生きた多くの人々の歓喜、悲痛、幸福や憎しみなどの人間心理が独創的に描かれています。	Focused on Hikaru Genji and his intense, burning love, this long novel (totaling fifty-four chapters) depicts realistically and beautifully the joy, intense pain, happiness and suffering of the many people living in the society of that time.
lesson04a	04a_09	sound/04a_09.mov	作者、紫式部は１０世紀の終り頃に生まれた天才的な女流作家で、幼い頃から物語や和歌の本を読み、漢文学も学んでいました。	The author, Murasaki Shikibu, was a talented female author born late in the tenth century. From her youth she read romances and waka poetry, and she even learned Chinese writing.
lesson04a	04a_10	sound/04a_10.mov	父、藤原為時という人は、立派な文学者でもあり、その祖先にも名高い歌人がいたほどの文学的に優れた家系を持っていました。	Her father, Fujiwara no Tametoki, was also a splendid man of letters with an outstanding literary pedigree that included famous poets.
lesson04a	04a_11	sound/04a_11.mov	二十二、三の頃、藤原宣孝という人と結婚しましたが、２年足らずで夫と死別し、寂しい余生を過ごさなくてはなりませんでした。	Murasaki married a man named Fujiwara no Nobutaka at the age of twenty-two or three, but was separated from him by death in less than two years time, and she was left to spend the rest of her life alone.
lesson04a	04a_12	sound/04a_12.mov	一度は出家までしようと考えたようですが、幼い娘のことを思い、一条天皇の中宮、彰子にお仕えすることにしました。	She apparently even considered becoming a nun at one point, but concerned for her young daughter, she decided to take up service for Shōshi, empress to Emperor Ichijō.
lesson04a	04a_13	sound/04a_13.mov	この宮廷での生活や経験が巧みに「源氏物語」に描かれています。	The conditions and experiences of life at the imperial court are depicted skillfully in "The Tale of Genji."
lesson04a	04a_14	sound/04a_14.mov	紫式部は主人公、光源氏を通して「物語は虚構に満ちたものだが、考えようによっては、日本紀などは、世間のできごとの一部分しか書いていないものである。物語ほど世間の様子を巧みに詳しく書いたものはないのではないか。」と述べています。	Through her hero, Hikaru Genji, Shikibu states, "Romances are filled with fictional events, but in one way of thinking, works like Nihongi contain only a small part of history.  I doubt there is anything that depicts the conditions of society with such skill and detail as the romance."
lesson04a	04a_15	sound/04a_15.mov	１１世紀もまだ初めの頃に、このように社会の中での小説の位置、役割というものを明記しているのは世界でも数少ないのではないでしょうか。	I suspect that at this time, very early in the eleventh century, there were very few works anywhere in the world that defined so clearly the position and role of the novel in society.
lesson04a	04a_16	sound/04a_16.mov	そういう意味で紫式部は日本だけでなく世界でも誇り高き作家であり、ユネスコの世界の偉人の一人にも数えられています。	In that sense, Lady Murasaki was an author of which we can be very proud, not only in Japan, but on a worldwide basis; she is numbered among UNESCO's great people of the world.
lesson04b	TITLE	sound/L04b.mp3	清少納言: Translation	
lesson04b	04b_01	sound/04b_01.mov	紫式部と言えば対語のように言われる天才女流作家に清少納言という人がいます。	There is another talented female writer, Sei Shōnagon, whose name almost always comes up whenever one speaks of Lady Murasaki.
lesson04b	04b_02	sound/04b_02.mov	紫式部は「源氏物語」で有名ですが、清少納言は「枕草子」という随筆集で有名です。	While Lady Murasaki is renowned for her novel, "The Tale of Genji," Sei Shōnagon is famous for her essay collection, "Pillow Book."
lesson04b	04b_03	sound/04b_03.mov	これは「源氏物語」とだいたい同じ頃にできた日本最古の随筆です。	It is the oldest essay collection in Japan, created about the same time as "The Tale of Genji."
lesson04b	04b_04	sound/04b_04.mov	清少納言も、紫式部のように文才に秀でた歌人を父に持ち、宮仕えをした人です。	Like Lady Murasaki, Sei Shōnagon served at court and had an extraordinarily skilled poet for a father.
lesson04b	04b_05	sound/04b_05.mov	紫式部が一条天皇の中宮、彰子に仕えたのに対し、清少納言は一条天皇の中宮、定子に仕えました。	As opposed to Lady Murasaki, who served Emperor Ichijō's empress, Shōshi, Sei Shōnagon served Emperor Ichijō's empress, Teishi.
lesson04b	04b_06	sound/04b_06.mov	彰子は藤原道長の娘にあたる人で、定子は道長の兄、道隆の娘でした。	Empress Shōshi was the daughter of Fujiwara no Michinaga and Empress Teishi was the daughter of Michinaga's older brother, Michitaka.
lesson04b	04b_07	sound/04b_07.mov	はじめ、関白、道隆の勢力は非常に盛んだったのですが、道隆の死後、道長が急に力を増し、定子の身の上にもいろいろな不幸が起こりました。	At first, Regent Michitaka's power flourished greatly, but after Michitaka's death Michinaga grew quickly in power, and Empress Teishi suffered a variety of unhappy experiences.
lesson04b	04b_08	sound/04b_08.mov	しかし、清少納言は忠実に定子に仕え続けたのです。	Sei Shōnagon, however, continued to serve the empress faithfully.
lesson04b	04b_09	sound/04b_09.mov	このように宮仕えする間に観察したこと、考えたことを知性的に、気の向くままに書き続けていきました。	She recorded her observations and thoughts while in service with wit, letting her mind flow freely.
lesson04b	04b_10	sound/04b_10.mov	ある程度作り物である小説とはまた趣の違う文章で、自然や人生、社会に対する筆者の率直な感想や思想をくみ取ることができます。	Her style had a different tone than the novel form, which is to some extent fictional. One can glean from her writings the candid ideas and feelings of the author toward nature, mankind and society.
lesson04b	04b_11	sound/04b_11.mov	例えば、１１世紀も初めの頃に、清少納言は<br>        <br>        既<br>        <br>       に男性と女性の間の不公平さ、性別による人生における進路の相違を矛盾としてあげています。	For example, Sei Shōnagon pointed out as early as the beginning         of the 11th century the inequality between men and women and the diffference         in life depending on gender.
lesson04b	04b_12	sound/04b_12.mov	「枕草子」は３１９段から成りますが、「春はあけぼの」で始まる有名な第一段を次に例としてあげておきます。	"Pillow Book" consists of over three hundred sections, but I will provide as an example her famous first section which begins with the words, "In spring it's the dawn."
lesson04b	04b_13	sound/04b_13.mov	１１世紀の日本に生きた一人の女性の鋭い観察、表現の簡潔さを感じ取って下さい。	Try to grasp the pithiness of the sharp observational expressions of a woman who lived in eleventh century Japan.
lesson04b	04b_14	sound/04b_14.mov	春はあけぼの。	In spring it's the dawn.
lesson04b	04b_15	sound/04b_15.mov	やうやう白くなりゆく、山ぎは少しあかりて、むらさきだちたる雲の細くたなびきたる。	Gradually it becomes lighter, and the edge of the mountain begins to glow slightly; purple tinted clouds stretch thinly.
lesson04b	04b_16	sound/04b_16.mov	夏はよる。	In summer, it is the nights.
lesson04b	04b_17	sound/04b_17.mov	月の頃はさらなり、やみもなほ、ほたるの多く飛びちがひたる。	It is charming when there is a moon, but more charming yet: a dark night with many fireflies flitting about.
lesson04b	04b_18	sound/04b_18.mov	また、ただひとつふたつなど、ほのかにうちひかりて行くもをかし。	It is also beautiful when only one or two fireflies fly about glowing dimly.
lesson04b	04b_19	sound/04b_19.mov	雨など降るもをかし。	Also lovely is a rainy night.
lesson04b	04b_20	sound/04b_20.mov	秋は夕暮。	In autumn, evenings are most attractive.
lesson04b	04b_21	sound/04b_21.mov	夕日のさして山のはいとちかうなりたるに、からすのねどころへ行くとて、みつよつ、ふたつみつなど飛びいそぐさへあはれなり。	As the evening sun approaches the mountains' edge, it is even moving         [to see] crows in threes and fours, or twos and threes, flying hurriedly         back to their nests.
lesson04b	04b_22	sound/04b_22.mov	まいて雁などのつらねたるがいと小さく見ゆるはいとをかし。	Even more charming is a formation of geese looking very small.
lesson04b	04b_23	sound/04b_23.mov	日入りはてて、風の音、虫のねなど、はた言ふべきにあらず。	And there is no way to describe the sound of the wind and the singing of insects after the sun has set completely.
lesson04b	04b_24	sound/04b_24.mov	冬はつとめて。	In winter, it is the early morning.
lesson04b	04b_25	sound/04b_25.mov	雪の降りたるは言ふべきにもあらず、霜のいと白きも、またさらでもいと寒きに、火など急ぎおこして、炭もてわたるもいとつきづきし。	There is no describing a morning after a snow; when the frost is very white, or even when that is not so, but it is very cold, the way the servants bustle about hurriedly stirring up the fire and bringing charcoal seems most fitting.
lesson04b	04b_26	sound/04b_26.mov	昼になりて、ぬるくゆるびもていけば、火桶の火も白き灰がちになりてわろし。	What a bad feeling it brings, however, when midday comes around and the coals have turned to lukewarm ashes in the brazier.
lesson05	TITLE	sound/L05.mp3	源氏と平家: Translation	
lesson05	05_01	sound/05_01.mov	どんなに美しい花でもやがて枯れて散ってしまうように、豪華できらびやかな生活を楽しんだ貴族達も、平安時代の終り頃になると日ごとに力をなくしていきました。	Just as the most beautiful blossom will eventually wither and fall,         the nobility who had enjoyed a luxurious and beautiful lifestyle gradually         lost power with each passing day as the end of the Heian period approached.
lesson05	05_02	sound/05_02.mov	平安時代の貴族に代わって力を増してきたのが武士です。	Those whose power grew in place of the nobility were the military.
lesson05	05_03	sound/05_03.mov	武士は、初めは天皇や貴族の後継ぎ争いに使われて戦っていたのですが、だんだん力を増し自分達の間で激しい勢力争いをするようになりました。	At first, warriors were utilized to fight in succession disputes between emperors and nobility, but gradually, as their power increased, they began to fight for power among themselves.
lesson05	05_04	sound/05_04.mov	この武士の中で一番有力だったのが源氏と平家だったのです。	The most powerful of the warrior [families] were the Genji and the Heike.
lesson05	05_05	sound/05_05.mov	そして日本中の武士が、源氏に味方をするものと平家に味方をするものと、二つに分かれて戦い合いました。	The warriors throughout the country divided into two camps. One camp allied with the Genji, the other allied with the Heike, and they fought one another.
lesson05	05_06	sound/05_06.mov	最初、平清盛という平家の大将が、源氏の大将、源義朝を敗り、天下を治めるようになりました。	Initially, Taira no Kiyomori, the commander of the Heike, defeated Minamoto no Yoshitomo, commanding general of the Genji, and began ruling the country.
lesson05	05_07	sound/05_07.mov	しかし、義朝の息子、頼朝は伊豆へ流され、その頃まだ赤ん坊だった義経は、清盛に殺されずにお寺に預けられました。	However, one of Yoshitomo's sons, Yoritomo, was exiled to Izu island while the other son, infant Yoshitsune, was spared by Kiyomori and entrusted to a temple.
lesson05	05_08	sound/05_08.mov	お寺で仏の教えを勉強してお坊さんにでもなれば、父、義朝の敵を討とうなどと思わなくなるだろうと清盛は思ったに違いありません。	Kiyomori must have thought that if they studied Buddhist teachings at a temple, and perhaps even became priests, they would not think to try to avenge their father's death.
lesson05	05_09	sound/05_09.mov	ところが、頼朝と義経の兄弟は平家に不満を持つ侍達に助けられ、励まされて、とうとう平家を完全に滅ぼしてしまいました。	Encouraged and aided by warriors who harbored dissatisfaction with the Heike, the brothers Yoritomo and Yoritsune at length completely destroyed the Heike.
